seed,I_ext,stability_margin,rho_A,T,target_scale,dir_seed,energy,rel_reachability_error
0,0.08,0.23989202310639124,0.8869683214665756,5,0.01,0,0.0004879776001758176,0.04821739658429371
0,0.08,0.23989202310639124,0.8869683214665756,5,0.01,1,0.0004772888121874529,0.05177003804663234
0,0.08,0.23989202310639124,0.8869683214665756,5,0.01,2,0.0004834525441455145,0.04296120132346951
0,0.08,0.23989202310639124,0.8869683214665756,5,0.02,0,0.0019264163407548547,0.023216511108227308
0,0.08,0.23989202310639124,0.8869683214665756,5,0.02,1,0.001876887458187756,0.0189478603314227
0,0.08,0.23989202310639124,0.8869683214665756,5,0.02,2,0.0019233687470536713,0.004114976004066977
0,0.08,0.23989202310639124,0.8869683214665756,5,0.05,0,0.011569386862476848,0.013892542540029307
0,0.08,0.23989202310639124,0.8869683214665756,5,0.05,1,0.012172482708733402,0.009828425287786081
0,0.08,0.23989202310639124,0.8869683214665756,5,0.05,2,0.01232700458145554,0.018584959220061925
0,0.08,0.23989202310639124,0.8869683214665756,5,0.1,0,0.04711274053156816,0.009292490044929548
0,0.08,0.23989202310639124,0.8869683214665756,5,0.1,1,0.04971033156839416,0.018873209936654187
0,0.08,0.23989202310639124,0.8869683214665756,5,0.1,2,0.04850635058964678,0.01625296293242605
0,0.08,0.23989202310639124,0.8869683214665756,20,0.005,0,6.766101868531572e-05,0.03391377804537184
0,0.08,0.23989202310639124,0.8869683214665756,20,0.005,1,6.616641042285852e-05,0.040861728635981864
0,0.08,0.23989202310639124,0.8869683214665756,20,0.005,2,6.796755920737527e-05,0.009232596533159282
0,0.08,0.23989202310639124,0.8869683214665756,20,0.01,0,0.00027004572806547136,0.004411680890251441
0,0.08,0.23989202310639124,0.8869683214665756,20,0.01,1,0.0002605504924009051,0.02236123853585505
0,0.08,0.23989202310639124,0.8869683214665756,20,0.01,2,0.00025852382229170015,0.016988454266138597
0,0.08,0.23989202310639124,0.8869683214665756,20,0.02,0,0.0010753715276683369,0.020146471466974795
0,0.08,0.23989202310639124,0.8869683214665756,20,0.02,1,0.0011312566318348895,0.012941485174745384
0,0.08,0.23989202310639124,0.8869683214665756,20,0.02,2,0.0011016414629579207,0.004863948676697647
0,0.08,0.23989202310639124,0.8869683214665756,20,0.05,0,0.006724157976444817,0.01594023325868729
0,0.08,0.23989202310639124,0.8869683214665756,20,0.05,1,0.006187288592785117,0.018880356821554388
0,0.08,0.23989202310639124,0.8869683214665756,20,0.05,2,0.006607316272135523,0.007577273940022504
0,0.08,0.23989202310639124,0.8869683214665756,20,0.1,0,0.027657255941631816,0.02600684433662873
0,0.08,0.23989202310639124,0.8869683214665756,20,0.1,1,0.026029242308254097,0.022621693762071956
0,0.08,0.23989202310639124,0.8869683214665756,20,0.1,2,0.025153503374453785,0.029824384596785772
0,0.08,0.23989202310639124,0.8869683214665756,50,0.005,0,6.737710049346815e-05,0.01176734132787493
0,0.08,0.23989202310639124,0.8869683214665756,50,0.005,1,6.693518396822348e-05,0.015330239667815784
