w_EE,median_error,median_energy,gramian_cond,n_runs
3.0,0.02067267732149805,0.46594212234364607,84.98930357785277,10
3.3402,0.026276634715321937,0.40311351940032325,88.30779067122614,10
3.6805,0.015279078244731788,0.3402760705206938,93.90023103232973,10
4.0207,0.016234709253616038,0.27671929022978403,104.42648420832644,10
4.361,0.01650032370588162,0.21054200014696725,129.5111626572774,10
