start_phase,phase_shift,is_stable_start,naive_err,naive_energy,ltv_err,ltv_energy,ceiling_err,ceiling_n_evals,naive_undefined_reason
1.972697269726973,3.9453945394539462,True,1.163592520922901,63.803656048323724,0.9235089286222856,55.5227646604025,5.74700568424083e-05,9,
1.972697269726973,7.8907890789078925,True,1.2824496220153419,31.93515305839395,0.879730327652846,21.285093436479016,0.0009414783264739361,35,
1.972697269726973,11.836183618361838,True,1.581179765105873,19.787541233385056,1.9315268896654647,6.795638672050299,0.0015968368747461914,112,
1.972697269726973,15.781578157815785,True,0.394205439382001,1.0252055789424765,0.24724541231131503,0.31210009972755426,0.0003007316110557873,14,
1.972697269726973,19.72697269726973,True,0.6758089428416415,29.061703707912194,1.6545035075273493,14.034072292646986,0.00010685667167174694,11,
5.918091809180918,3.9453945394539462,True,2.00310704209504,127.7841433440883,1.8709859593960552,119.33260292950283,1.7982598024554337e-05,19,
5.918091809180918,7.8907890789078925,True,2.25792212923837,176.15579641793428,2.051726420753784,87.97829867862096,0.00012252911136211323,14,
5.918091809180918,11.836183618361838,True,2.8965399499208977,57.55906523170025,0.1116085994502655,0.4749834912063676,7.139230954375898e-05,6,
5.918091809180918,15.781578157815785,True,0.32902050012400014,2.4050320807495673,0.00985743596173866,0.019229191944686808,5.501056154440612e-05,7,
5.918091809180918,19.72697269726973,True,0.7267150634096613,59.53956157810127,0.2057285243427497,0.5080058124502161,6.381244831791277e-05,8,
11.836183618361837,3.9453945394539462,True,1.994967294462095,32.359767203160246,2.2849817198641094,34.29348167177281,0.00034119245918972144,11,
11.836183618361837,7.8907890789078925,True,3.2796450392730296,10.853502243849732,0.5056443668201003,4.596090795641302,6.150404070135442e-05,7,
11.836183618361837,11.836183618361838,True,0.22058087787452013,1.3731656567476935,0.05150639618431626,0.5594366492363804,7.761800907042528e-05,6,
11.836183618361837,15.781578157815785,True,0.04589197112430907,0.05244722762699975,0.008775553884886962,0.020956283687926926,1.2128736969402804e-05,7,
11.836183618361837,19.72697269726973,True,0.23082400400837674,1.166003785500916,0.11657196980561671,0.48899871773019826,3.3356781895229264e-05,10,
21.6996699669967,3.9453945394539462,True,2.354350010315868,54.14889266247494,2.607978874182693,6.8220628756090544,2.594438315357012e-05,23,
21.6996699669967,7.8907890789078925,True,2.520900419557785,9.825566340307859,2.936879035197995,1.3409708720105085,0.002307120583257582,39,
21.6996699669967,11.836183618361838,True,1.276345904982138,0.8436130459059241,0.05636511918153607,0.11268073691693153,0.0008480539165492394,11,
21.6996699669967,15.781578157815785,True,0.16293183834398228,0.07340917283517422,0.011796248520991466,0.0047713609258643866,0.0006471739862101327,9,
21.6996699669967,19.72697269726973,True,1.9297556555677606,51.033154723019436,0.8348044598935043,2.547615363826259,0.0001218325035753519,14,
29.590459045904595,3.9453945394539462,True,1.4211414808731335,56.081035059459154,2.1708036050392177,96.3131122913907,0.0013518805844093785,28,
29.590459045904595,7.8907890789078925,True,1.6263305957584047,53.13940181940667,2.3967481433862345,77.70442386178588,0.0038246104663857104,36,
29.590459045904595,11.836183618361838,True,2.7183884690688633,21.685730489522893,2.15883231320766,4.845544003654275,3.165195262646211e-05,14,
29.590459045904595,15.781578157815785,True,0.5166143946682963,1.0627630508748682,0.016468592559717842,0.0027885948794156012,0.00029804858246802604,8,
29.590459045904595,19.72697269726973,True,0.79824645260729,25.93798817146094,0.2553083638880356,0.23791995109453395,3.618172394905742e-05,10,
0.0,3.9453945394539462,False,,,1.1052109442744231,59.4749223067343,6.931649742391013e-05,24,unstable starting phase
0.0,7.8907890789078925,False,,,1.394237171681252,13.932819954115256,0.00394805639372256,25,unstable starting phase
0.0,11.836183618361838,False,,,0.08975726811886982,1.4304992359414717,0.00020200566956027195,14,unstable starting phase
0.0,15.781578157815785,False,,,0.26534645865682926,0.13315227645128533,0.0002639384125975296,15,unstable starting phase
0.0,19.72697269726973,False,,,1.973763350293465,9.375402522242505,8.10129696211032e-05,9,unstable starting phase
13.80888088808881,3.9453945394539462,False,,,1.2848174874342613,59.06709525743455,0.00044510063349648875,17,unstable starting phase
13.80888088808881,7.8907890789078925,False,,,0.18838015167567876,15.144283359256294,5.5069459284920734e-05,7,unstable starting phase
13.80888088808881,11.836183618361838,False,,,0.10842823616077084,1.806968181747176,0.00016378918538562706,7,unstable starting phase
13.80888088808881,15.781578157815785,False,,,0.012968684059077236,0.06404824942228853,6.691999611313439e-05,8,unstable starting phase
13.80888088808881,19.72697269726973,False,,,0.09777466743640337,1.3046294129220704,0.00028702146337000804,11,unstable starting phase
35.50855085508551,3.9453945394539462,False,,,2.390536113112596,35.072868728042714,0.0010705777668617049,26,unstable starting phase
35.50855085508551,7.8907890789078925,False,,,0.7664284247938418,1.9125312535754082,0.00016950795114080167,8,unstable starting phase
35.50855085508551,11.836183618361838,False,,,0.09062330372322383,0.13756932776716624,0.0008099086979206487,10,unstable starting phase
35.50855085508551,15.781578157815785,False,,,0.013978051963123463,0.0044417614877567116,9.189372024254991e-05,9,unstable starting phase
35.50855085508551,19.72697269726973,False,,,1.7615818723835968,5.9500196005498225,0.00015223599004486916,16,unstable starting phase
