subject_id,N,strength_cv,phi_real_top5pct,phi_null_mean_top5pct,phi_norm_top5pct,phi_real_top10pct,phi_null_mean_top10pct,phi_norm_top10pct,phi_real_top15pct,phi_null_mean_top15pct,phi_norm_top15pct,phi_real_top20pct,phi_null_mean_top20pct,phi_norm_top20pct,phi_real_top25pct,phi_null_mean_top25pct,phi_norm_top25pct,phi_real_top30pct,phi_null_mean_top30pct,phi_norm_top30pct,status
100610,410,0.8162788638703233,0.04009701092150033,0.011681910487767306,3.4324018287494886,0.06826588996563163,0.026894202894425068,2.5383124472442553,0.1043967472995738,0.04580767886043399,2.279022860286109,0.16323591974049548,0.0695658823512941,2.3464939166039183,0.1991637621653684,0.0996502522721637,1.9986277768912664,0.26592695907252745,0.13642561635632583,1.9492450624372557,ok
102311,410,0.7867919899279179,0.04249669604152159,0.01568173375275813,2.7099488303738863,0.0738822016374907,0.029184315493422663,2.531572195145084,0.11683740343790353,0.047801921568298,2.4441988858328556,0.1625822778768289,0.07639129870869561,2.1282826791151566,0.22679995661288302,0.10800752354880835,2.099853317258891,0.27886682850548083,0.14766438412238983,1.8885178722199216,ok
103818,410,0.8317265186066048,0.03493850695342193,0.015450342305462866,2.2613419342216465,0.07139236640075226,0.030465703526299744,2.3433683827167253,0.11490593718937632,0.05112754179026311,2.2474371574668464,0.16353286898029376,0.0761278869042977,2.1481335635373027,0.21276456966092827,0.10602862599009408,2.006671006760063,0.2974600003136653,0.14764368600088915,2.0147153486257037,ok
104416,410,0.7896435330665702,0.038706717589207074,0.01269327266625379,3.049388334035585,0.0781600688310942,0.03225045522540761,2.423533816338754,0.12204211083183233,0.057165500604291083,2.1348909664349436,0.15443907531438292,0.07915004910284902,1.9512189450912654,0.20223740464090295,0.1068471694996224,1.8927726919487338,0.25985898733318935,0.14794611912048075,1.7564434192530034,ok
105115,410,0.7727945731050432,0.04589895009180652,0.013535748559902111,3.3909428716617986,0.08367691089080094,0.03099704568557247,2.6995124548191454,0.1299098895396862,0.04814366199190198,2.6983798939419636,0.17737472417104314,0.07429227978574339,2.387525657882438,0.20838270371208048,0.11145007297590696,1.8697403971833038,0.2780928951993515,0.14971870106938007,1.8574359329398835,ok
106016,410,0.7825322168743238,0.034238483743598475,0.01866600452567956,1.8342695511776632,0.06769470767501053,0.03769987424757067,1.7956215776866336,0.12056549789013951,0.056610982467223195,2.1297192282424158,0.17401939963209845,0.08162751868118541,2.1318717320291243,0.2258346064586759,0.1144868764805899,1.972580730656617,0.27268339590774937,0.15339673570773266,1.7776349323840503,ok
107018,410,0.8373647889670932,0.0318465980693293,0.011688887856899732,2.7245190867778626,0.06193841828564566,0.024550288653968428,2.5229201643473806,0.1003878003079143,0.04700509168446657,2.1356792787852115,0.14671656305508265,0.07456772813928055,1.9675611248479996,0.21199462997179705,0.10636567312589443,1.9930737402552812,0.2585438902635126,0.14084192931484427,1.8357025604608992,ok
107422,410,0.8447877540982472,0.031635761619150646,0.012620471037082201,2.5067021291199523,0.07936161680410053,0.02615981276207107,3.0337226617755606,0.11419973796429134,0.04588262531378916,2.4889538726976626,0.15428589478204258,0.07167393488246253,2.1526081278369142,0.21316120475747538,0.10128148066537287,2.1046414740098984,0.24843890642226796,0.1374351706674777,1.8076807065882874,ok
108323,410,0.7786131122165556,0.03797107344365988,0.017115134709719697,2.2185670219759404,0.06784233825427478,0.0322396383061902,2.1043144966439855,0.10994171356662961,0.05775416369252986,1.9036153679228134,0.15323041450121944,0.08398101567325653,1.824583964278193,0.20678231268973365,0.11612619782811637,1.7806689322232137,0.248055239193439,0.1538430497391932,1.6123915874910286,ok
109123,410,0.7186294222810172,0.034707322721784645,0.011498886992327224,3.0183201856791477,0.07985226022798114,0.027759615710228523,2.8765621635950156,0.1235687314136073,0.05008048783370215,2.467402710291702,0.16449186474066224,0.0750453104753134,2.1919006490721737,0.1939862726158145,0.1062767173054382,1.825294171048772,0.25548791204237115,0.14433967402014097,1.7700463422601376,ok
111312,410,0.8231452653188006,0.03462892676775067,0.012489080316367262,2.7727363337049384,0.06600547352801309,0.02810418692589407,2.348599292413555,0.10192428818798585,0.045713783295789436,2.2296183085195183,0.14906649124102067,0.07117740202551733,2.094295197618759,0.18759255206659176,0.10418402819353412,1.8005883945868983,0.24808938946880232,0.1404713934981344,1.7661203700673562,ok
111413,410,0.845691245979534,0.03834336025892515,0.01558744875106518,2.459886853280267,0.07370727484500525,0.03184433480964605,2.314611854372238,0.11627010268528738,0.05088600029219644,2.2849133753418194,0.1622882832004028,0.08003842203574754,2.0276297192355943,0.1972629319143199,0.11375357591244546,1.7341251062397407,0.3045908514575729,0.15472224061951034,1.9686300446399059,ok
111514,410,0.7613195619625934,0.046373536594694946,0.011796245023215652,3.9312117121532575,0.08227526647122475,0.029592772803241046,2.780248644433003,0.11766638032461084,0.052476240565195655,2.2422791544760905,0.17077393071908858,0.08019694094626421,2.129431979625199,0.2102931595541308,0.11013135609597327,1.909475802430619,0.2705974073531583,0.14937207026013094,1.8115662913549624,ok
113922,410,0.7582216576059777,0.040816049005832404,0.011260082339747454,3.624844630287832,0.06893452510785654,0.03112183125532656,2.2149893604367596,0.1096497266378892,0.05273822373773418,2.079131962865766,0.15873708643523796,0.07777880000180797,2.0408785740015034,0.19715072845272616,0.11190918067287262,1.7617029029014823,0.2673890598077029,0.15669729069641392,1.7064051242962697,ok
115017,410,0.7924577585062459,0.04295837342611035,0.017191301194575664,2.4988436267793923,0.0990912229443016,0.03132441008265654,3.163386722457885,0.13129466101433063,0.0532986467994785,2.4633770067050795,0.15421610198996735,0.07483803811221389,2.0606646817589227,0.21344615976783712,0.1021356466216545,2.089830209412733,0.26138314702880305,0.1374941084500258,1.9010497975177352,ok
115320,410,0.8822272386295151,0.03259109407237907,0.014430456399636521,2.2584936449549846,0.07947803885696736,0.02856161142148509,2.7826874921063127,0.1280090888477244,0.05344218483607015,2.39528172810267,0.1738980886844503,0.08016055180562562,2.169372400356234,0.21045784205442514,0.11164557638253585,1.8850531196446578,0.26662379519863383,0.14624753114270914,1.8230994609984963,ok
116726,410,0.7614148796976183,0.03831981523749253,0.015809989018011533,2.42377241336706,0.07225457965031021,0.02921261190964635,2.4734036064214746,0.10557716212856295,0.048361868797433226,2.1830662204303897,0.14448683322832317,0.07594332494003954,1.9025613290226842,0.19066656600639806,0.1048693528401595,1.8181342865442258,0.24654272881514264,0.14579826491728246,1.6909853416638174,ok
117021,410,0.8762753186649006,0.04042958729695197,0.009818672597240955,4.117622509208901,0.07135133352595553,0.02585911847023618,2.759233019025024,0.10683363701343598,0.04660742712709008,2.2922019857933766,0.14218624469491736,0.07372728736147033,1.9285430101043362,0.19772696859761912,0.10448134903182198,1.8924618645323699,0.2510755435904078,0.1484446687798039,1.6913746088304586,ok
118023,410,0.8177033326043763,0.03185285109844619,0.009778762011934998,3.2573500673776214,0.06314854042339096,0.02758003548965633,2.28964681525063,0.11225560978566997,0.04841052861818565,2.318826358436016,0.150796399261524,0.07457222296914565,2.022152394785337,0.19378937302448299,0.1031116579992661,1.8794128305633713,0.24624935123499042,0.14345070420252065,1.7166130525740804,ok
118225,410,0.8062648754534552,0.04146276565258468,0.010572119109330508,3.921897324822172,0.07514718910140955,0.02413252338630276,3.1139383104902287,0.10282179653292857,0.04570164279291559,2.249849026190092,0.1408583651042411,0.06883638705036851,2.046277719386596,0.18877655259842002,0.09757635189729215,1.9346547491048267,0.22907620919815241,0.13336169101843826,1.7177062426906458,ok
118831,410,0.7633914853535779,0.04679177483167084,0.013692939522805644,3.417219126232096,0.09593796274396824,0.03291428240037984,2.9147821476691553,0.13134839225373587,0.052858187126887946,2.4849204899598507,0.18129957350188955,0.07573924601067972,2.3937335404200506,0.22959871451212127,0.10565122368685342,2.173176102461851,0.28652371535388815,0.14619965827153825,1.959811115438618,ok
120111,410,0.8237673020660146,0.03393383240053209,0.013583015384471094,2.4982547276893503,0.06213162239705184,0.02950544630210391,2.1057679236874143,0.12478899175468333,0.04975708097081664,2.5079644810328436,0.17165992845238193,0.07726737050353683,2.22163543723187,0.2299780909548389,0.10877468093096176,2.114261232361635,0.2853847461834317,0.14643040387784118,1.9489446086723388,ok
122822,410,0.7314026072658031,0.04503874878914634,0.014476265498621122,3.111213233374058,0.06828741797245026,0.03007616820190091,2.27048264639424,0.10739458688758743,0.04823788132202289,2.22635372749169,0.15021118309369472,0.07204020348912113,2.0851021487797197,0.18589010391140612,0.1027549745478797,1.8090618457093655,0.2511343647677492,0.14405462176577116,1.743327369087031,ok
124422,410,0.8232084921019315,0.03171186340238264,0.01847218068252493,1.7167363154033422,0.06810119562185318,0.032746599055757115,2.079641782216784,0.10281175423858395,0.05364375869474577,1.9165650718776726,0.14640780345938245,0.07772966212642077,1.8835512654263498,0.19330905571963675,0.10837590734586955,1.7836903095326582,0.25595350907422015,0.14772981076561753,1.7325786024345906,ok
124826,410,0.8391215506978699,0.03552671224183933,0.013159801014306197,2.699639014542679,0.0764722794041691,0.027631581105383572,2.7675679908620827,0.13136825655416662,0.04685046093272781,2.8039906959036585,0.17754688507853045,0.0690935270130819,2.5696601802498,0.21351615977914887,0.10302136183998163,2.072542586951954,0.26107950165473315,0.142158724386716,1.8365352023314137,ok
126325,410,0.7783943332618526,0.03581628974727621,0.011357367497654262,3.1535731986020235,0.06882126591815739,0.02531715795695334,2.71836459823705,0.10547672603781148,0.04544556662436037,2.3209464392786856,0.14180953748850636,0.07048361922234739,2.011950280832692,0.19320736341915418,0.09999119921430846,1.9322436868174568,0.2378737257015599,0.14075546831071312,1.689978574590519,ok
