metric,kruskal_H,p_value,eta2,significant
E_rest_to_demand,11.271258503401356,0.003568431085267,0.2015490979000294,True
E_demand_to_rest,12.143163265306129,0.0023075206728332,0.2205035492457854,True
E_asymmetry,3.240850340136035,0.197814576364763,0.0269750073942616,False
teleport_ratio,9.195136054421766,0.0100763112855065,0.1564160011830818,True
avg_ctrl_mean,13.562653061224466,0.0011347685941833,0.2513620230700971,True
mod_ctrl_mean,1.9828911564625853,0.3710399359004794,-0.0003719313812481,False
