metric,kruskal_H,p_value,Healthy_n,Healthy_median,Left-TLE_n,Left-TLE_median,Right-TLE_n,Right-TLE_median
E_rest_to_demand,1.566310981870771,0.4569617950957554,34,0.0023646944513498894,17,0.0025580754557669315,11,0.00284055595910125
E_demand_to_rest,1.6972818452894387,0.427996216820126,34,0.0023837202726407908,17,0.002576087636157808,11,0.002841771628953913
E_asymmetry,1.2788716659684383,0.5275899889666298,34,-2.9516009583165038e-05,17,-1.801218039087669e-05,11,-3.2618824808796666e-05
teleport_ratio,0.9921798631476122,0.6089068786565996,34,66.75314320197333,17,66.6645487700199,11,60.74369157721439
avg_ctrl_mean,0.6577293674068017,0.7197404027637841,34,10.341897427358791,17,9.174780780992512,11,9.957478338087569
mod_ctrl_mean,0.021538234061921457,0.9892886623130113,34,0.7611738156688936,17,0.7653135347875422,11,0.7629610543339149
