metric,kruskal_H,p_value,Healthy_n,Healthy_median,Left-TLE_n,Left-TLE_median,Right-TLE_n,Right-TLE_median
E_rest_to_demand,1.566310981870771,0.4569617950957554,34,0.002364694427909454,17,0.002558075445026228,11,0.00284055588978018
E_demand_to_rest,1.6972818452894387,0.427996216820126,34,0.002383720243483393,17,0.002576087625547628,11,0.002841771563493954
E_asymmetry,1.2788716659684383,0.5275899889666298,34,-2.9516009538769995e-05,17,-1.8012180521399888e-05,11,-3.2618825456288275e-05
teleport_ratio,0.9921798631476122,0.6089068786565996,34,66.75314365259563,17,66.6645493922869,11,60.74369305960653
avg_ctrl_mean,0.6577293674068017,0.7197404027637841,34,10.341897529237624,17,9.174780844678113,11,9.957478412568578
mod_ctrl_mean,0.021538234061921457,0.9892886623130113,34,0.7611738147174826,17,0.7653135337763439,11,0.7629610526493774
