subject_id,w_EE,stability_margin,rho_A,T,target_scale,dir_seed,energy,rel_reachability_error
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.005,0,0.06133027530515571,0.048658681269591574
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.005,1,0.06076297882043488,0.053161571617018
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.005,2,0.060825577004509565,0.0533399137608215
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.01,0,0.24122019484688717,0.015309536525059437
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.01,1,0.2436138644926627,0.0163555911821103
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.01,2,0.24294427370102278,0.017061831556006116
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.02,0,0.9842134150080231,0.0366619084433208
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.02,1,0.9790615511442642,0.0334905125954761
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.02,2,0.9652940656394022,0.03153498424543791
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.05,0,6.060850123954275,0.07819281555206917
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.05,1,6.064689514026512,0.07960554582152746
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.05,2,6.103751584494358,0.07769425149823678
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.1,0,24.359001463218444,0.16092823080143767
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.1,1,24.234585296111085,0.1671383983938218
100610,3.0,0.055601470622840266,0.8947571473723633,5,0.1,2,24.315163255808564,0.1676645991439605
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.005,0,0.03028643514446056,0.005548690500050877
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.005,1,0.029591457692148306,0.006682423693117516
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.005,2,0.029870350005840884,0.02274990982134039
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.01,0,0.12039169718637377,0.11777163615161126
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.01,1,0.11934019719875846,0.035405992883148316
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.01,2,0.11775430952305335,0.04324278203071309
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.02,0,0.4728703253422957,0.04794639381559919
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.02,1,0.4830371384377854,0.015472832065897146
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.02,2,0.4714653137805574,0.020830102558753904
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.05,0,2.9577780119817367,0.03592481327930495
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.05,1,2.9819098442736913,0.03832194750508295
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.05,2,2.9789816656257266,0.04016027503200968
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.1,0,11.995670943353398,0.0714140830277824
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.1,1,12.074166377693185,0.07836721145175161
100610,3.0,0.055601470622840266,0.8947571473723633,20,0.1,2,11.867841070834642,0.0696915350013786
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.005,0,0.028768120527577448,0.007874164155888859
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.005,1,0.028436535541753325,0.013042831222826356
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.005,2,0.02847492781190113,0.0049283064724320955
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.01,0,0.1131901803082171,0.007427724365135749
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.01,1,0.11336818423662834,0.01930162107197178
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.01,2,0.11336595123138538,0.014750905571610613
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.02,0,0.4482841332277632,0.01628791756396909
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.02,1,0.4529813204665727,0.03069804115316938
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.02,2,0.45226693098106596,0.013396299397230624
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.05,0,2.8238575508100614,0.03522982737356128
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.05,1,2.7867649528668696,0.03423714788091321
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.05,2,2.848585261366501,0.03299554245133481
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.1,0,11.309625735955212,0.07260728984562646
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.1,1,11.232333379549406,0.06725972683776746
100610,3.0,0.055601470622840266,0.8947571473723633,50,0.1,2,11.352842218873565,0.07098040069840664
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.005,0,0.028237255139829096,0.021302802706900725
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.005,1,0.028570465956633352,0.00719317415144657
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.005,2,0.028051004740791623,0.023245653442248472
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.01,0,0.11190305729235442,0.02960914553857991
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.01,1,0.11387364406362663,0.024318818993809943
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.01,2,0.11230663698710802,0.006963968825387888
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.02,0,0.45562316310223144,0.02054574214611992
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.02,1,0.45339036447740677,0.014274829713680416
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.02,2,0.45546416856240934,0.014755000772185452
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.05,0,2.817762373713542,0.03345215545034639
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.05,1,2.8425374346058505,0.035861559678297676
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.05,2,2.821853648713067,0.03717656179614731
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.1,0,11.309607309773344,0.06818605537383692
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.1,1,11.252764123008138,0.06813016517782486
100610,3.0,0.055601470622840266,0.8947571473723633,100,0.1,2,11.225234867416113,0.07405172413254744
100610,3.0,0.055601470622840266,0.8947571473723633,200,0.005,0,0.028293112871190417,0.010918096780464664
100610,3.0,0.055601470622840266,0.8947571473723633,200,0.005,1,0.028473105414135263,0.007509219146135401
100610,3.0,0.055601470622840266,0.8947571473723633,200,0.005,2,0.028176281642858427,0.0046225777781715065
100610,3.0,0.055601470622840266,0.8947571473723633,200,0.01,0,0.1121144823679743,0.019109777232696627
100610,3.0,0.055601470622840266,0.8947571473723633,200,0.01,1,0.11298220534336766,0.05396255355507623
100610,3.0,0.055601470622840266,0.8947571473723633,200,0.01,2,0.11360950664137702,0.007350147289558973
100610,3.0,0.055601470622840266,0.8947571473723633,200,0.02,0,0.45573873227221906,0.021832771297796327
100610,3.0,0.055601470622840266,0.8947571473723633,200,0.02,1,0.4548634904707211,0.02846580603756787
100610,3.0,0.055601470622840266,0.8947571473723633,200,0.02,2,0.4534939143597213,0.02433802108468772
100610,3.0,0.055601470622840266,0.8947571473723633,200,0.05,0,2.8422146014206184,0.0357395983904559
100610,3.0,0.055601470622840266,0.8947571473723633,200,0.05,1,2.8647023267177825,0.03793873831226619
