Severity,Severity_Label,N,E_craving_to_rest_median,E_craving_to_rest_q25,E_craving_to_rest_q75,E_rest_to_craving_median,E_rest_to_craving_q25,E_rest_to_craving_q75,E_asymmetry_median,E_asymmetry_q25,E_asymmetry_q75,teleport_ratio_median,teleport_ratio_q25,teleport_ratio_q75,avg_ctrl_mean_median,avg_ctrl_mean_q25,avg_ctrl_mean_q75,mod_ctrl_mean_median,mod_ctrl_mean_q25,mod_ctrl_mean_q75
0,Social_Drinker,196,0.2819671663042962,0.22283924648494316,0.3349295260014456,0.16647242918504251,0.1201525171314265,0.21470898071488087,0.10547767938598786,0.06647927697169825,0.15389824577615582,3.097254558956987,2.678150491859827,3.863502142504224,1.6611044647495956,1.5879817566670908,1.8072285812116216,0.9133101375414083,0.903499448289552,0.9188101172232974
1,Abuser,26,0.23500158790247466,0.20731917155822355,0.2656185014211743,0.14851970963209582,0.11717363674308705,0.1892725074184206,0.08066689452868916,0.06711450265200249,0.12427836376184796,3.657854006184607,3.226122948799499,4.196943426203755,1.7789190697342874,1.6391213384957164,1.8561063692734603,0.9073481264606807,0.9005772599872796,0.9127423300985865
2,Dependent,16,0.284337704500228,0.20123945538945326,0.36284435375239,0.15311323489233314,0.11737122788092524,0.20851421677934495,0.1109425214461484,0.08331717064925329,0.12670587617060416,3.222388565565596,2.487686429720702,4.036291377304976,1.7324781384670476,1.6187538171988498,1.791888896353531,0.9105796904227308,0.9016510514639902,0.9158296985311274
